adr;uhaH aps;u
naH t;anUnapAt
aj;aH sT;AtA
sacasva b;alam
asya d;idqkSante
;adabDAH div;aH
mat;iBiH t;uByam
suputr;A sv;AhA
;anIkA ;agne
gAt vidv;An
somy;Aya ;qtAvarIH
s;inDavaH y;AdamAnAH
aznoti m;artyaH
prAvaZ;eBiH saj;oSasaH
vizpate ;indra
kqt;am cit
viduH dyumn;avat
;agne ap;Am
iC;amAnaH Gqt;ena
adD;A veda
;atyAH g;uhA
z;am y;oH
D;AH bADit;aH
Iyate s;ADadiSwiBiH
pratIc;aH anUc;aH
b;ADamAnaH ;ut
v;qSZaH ;asurasya
dev;eBiH m;anuSaH
id;am barh;iH
kuv;it n;u
v;akSi agne
manT;inam indra
dAz;uSe ray;im
;upa ajir;A
mAt;araH s;a
caS;AlavantaH sv;aravaH
y;uvA suv;AsAH
avantu asm;An
s;aKAyaH indra
y;aH ha
saty;am astu
;avartim g;amiSWA
dIdiv;AMsam ;apUrvyam
mar;utaH vizv;akqSwayaH
pr;aBartum Avat
asy;a pAtam
jAy;A sur;aZam
zoc;IMSi pr;asTitA
mah;IH ;ixAm
ih;a yAtam
z;azvat k;qtvaH
;ajUryataH vajr;iZaH
s;an stUyase
;Iwwe tqt;Iye
suy;amAsaH ;azvAH
yogy;ABiH Gqtasn;uvA
mandr;aH v;i
zatakrato v;izvABiH
qt;am z;aMsantaH
y;Avat ;Ize
;ahan ;ahim
p;qSatIH ayukSata
vay;am te
D;anyA d;aDAnAH
vidv;An ;A
carati b;iBratI
eS;u st;omeSu
tvA DeyuH
;apradugDAH n;avyA-navyAH
;A yunajmi
naH tur;Ipam
zUra v;AjAn
aYj;anti tv;Am
naH asm;in
anamIv;asya zuSm;iZaH
;asti id;am
v;qSaBiH sut;am
;aDaraH s;aH
zqZavat v;andanAni
pr;AcI eti
qtAv;qDe Gqt;am
saty;am agne
pr;a jaBruH
ur;u Atat;anTa
pqTivy;AH y;aH
me iC;an
qZvati agn;iH
h;otA p;UrvaH
;A suSwut;I
sam;iDA yahv;aH
G;oSaH eSAm
suvit;Aya n;avyase
praTam;am pur;astAt
gIrB;iH aDvar;e
n;a pAz;inaH
zUra vidv;An
Iyate h;otA
sAsah;iH c;akriH
urv;IH prav;Acyam
t;anUnapAt Gqt;ayonim
viv;eda amarm;aZaH
supAZ;iH t;asya
vidy;udraTAH mar;utaH
h;otar yajY;eSu
nir;atakSata t;ena
zazay;AH ;apradugDAH
vid;advasuH d;ayamAnaH
s;a yant;A
z;ayAnam indra
h;i kS;apAvAn
draviZaH suv;AcaH
vasUy;avaH gIrB;iH
n;a v;artave
z;aMsAva aDvaryo
h;aryoH aBisvar;e
Avat ;indraH
vy:enasA aGny;O
asya DIt;iBiH
ay;am mitr;aH
;anu vrat;Aya
Den;avaH DunayantAm
v;qSZe sap;atnI
vqtr;am v;arDamAnam
daDanvire sODanvan;AsaH
sm;addiSwiH sv;ayazastaraH
pr;a d;IDitiH
;it rAy;aH
;upa im;am
zoc;iSA sahasaH
s;avanasya DAn;AH
;upa bruve
niD;ayaH m;aDUnAm
karat asm;Akam
narA dr;aviZam
devav;AhanaH t;am
ca j;anAn
dev;eBiH ;A
aDvary;uBiH paYc;aBiH
sumn;am Imahe
dev;A dev;AnAm
;agne v;izve
pr;a mAy;inAm
vaH pratim;E
DAn;AH br;ahmaZA
yajY;iyAnAm ;atAriSuH
naH ut;a
naH ;A
vAm qtaj;AH
m;aDUnAm ;asTuH
vqSasva g;aBastyoH
;udak ;aTa
dev;AnAm praTam;A
r;ohitA Dur;i
trAtar DiSaZe
ev;a an;ena
;indraH haMs;AH
agn;iH suv;Iryam
pruSZ;avat v;asu
indra vqSaB;aH
n;ABim y;aH
dev;atAtim yaviSWa
any;at saDrIcIn;A
DAp;ayete samIc;I
pr;AYcam yajY;am
;aBaye puruhUta
pr;a kAravaH
vy:oman y;at
ut;a Im
c;arat patatr;i
paTy:Am qt;asya
matsva ih;a
ray;im Bara
ih;a ;aBavaH
k;at cit
saj;oSasaH yajY;am
dev;AH ;UmAH
cit sut;asya
mahitv;am ;anu
h;ariBiH sut;aH
qSv;aH pAvak;aH
g;antAraH yajY;am
priy;e mam;atuH
s;Uryam uS;asam
havy;adAtim svaDvar;am
sisice p;ibaDyE
v;i muca
Den;uH pratn;asya
sut;AnAm saj;oSAH
D;anam samAn;am
pr;a tira
iva DUnuhi
arv;AYcam tvA
v;asAnaH p;ari
h;i asya
gavyat;A m;anasA
syAma mah;An
asi prad;ivaH
saKAyaH ;asreDantaH
;ApaH samudr;am
vAG;adBiH vA
t;u asy;a
nayata devay;antaH
;A suva
s;a retoD;AH
;A aruhat
p;iba v;qSaDUtasya
D;Ata ray;im
;ut vqha
;ariZIta c;armaZaH
maGavan qjISin
jy;otiH bqhat;e
aDvar;am ataSwa
hav;iSmantaH jarAmahe
cit r;ajAMsi
;ut zoc;iSA
rAy;e v;AjAya
m;aDumantam akran
v;qSA v;qSA
y;aH mahin;A
ket;uH samAn;am
any;ad-anyat asury:am
iSir;eBiH Ay;ave
pUSaZv;antaH qBavaH
vqD;e gqZIt;aH
;adriBiH sut;am
saty;azuSmaH asm;aByam
m;A ;aduSkqtO
r;ajasaH pqSw;aH
;apa dv;ArA
Avat yajY;ena
agn;iH s;a
kqZu dev;An
yaviSWa ;aSAXaH
y;at enam
asya tqpZ;avaH
gIrB;iH ukT;EH
y;am s;omam
u v;ipraH
aVg;a tvA
n;a te
v;izvA B;uvanAni
im;am naraH
pIp;arat y;aTA
c;ekitAnaH vAj;I
sam;idBiH agn;im
y;adi DiS;aZA
vrat;A dev;AnAm
pit;A iva
jAtavedaH purox;Azam
eByaH ;aDi
;qtAvarIH ;upa
vqSaB;asya Den;oH
pr;a saDr;IcIH
aty;AyAhi z;azvataH
jigAti c;etanaH
aDvar;e tv;Am
dyumn;eSu pqtan;Ajye
r;odasI dasm;aH
kqZvAn;AsaH amqtatv;Aya
asm;e aYj;anti
t;anUn;apAt ucyate
jihv;ayA s;omam
sur;aTasya boDi
;akavArim divy;am
daz;aBiH d;azagvEH
;aBayam kqZuhi
sinDavaH sroty;ABiH
rAjAnA vid;aTe
pup;oSa praj;AH
d;arzi ;ekA
div;aH ;indraH
u cAy;avaH
p;atnI sv:ar
h;otA n;iSattaH
k;Amam uttAn;ahastAH
te y;atra
cakre ;Ixyam
r;odasI naH
;antAt div;aH
Ut;aye h;otA
uB;e ;A
karmaZy:aH sud;akSaH
;aditiH yajY;iyAsaH
vid;aTAni s;ADan
tvA m;artAH
iDyate ;ajasraH
y;adi m;anTanti
h;ariBiH Ajata
agn;im kaviC;adA
vidv;An paTy:AH
mamir;e yem;uH
pIpyAn;A iva
dvip;ade c;atuSpade
suk;qtoH any;aH
sv;Adma s;amBqtam
g;arBam n;a
d;uraH ca
D;AH r;atnavantam
s;am dadqzre
tirAmasi arvAv;ataH
y;AmAt asm;At
;indraH sasAna
vA yajY;am
iS;Am naH
aj;aram suv;Iram
;annam Ewwa
yaviSWa z;arDaH
v;izvasya sur;aTasya
naH sud;oGe
agn;iH dev;AnAm
m;anasA vqZAn;AH
;advayAvinam d;amUnasam
mamire s;akmyam
y;at aVg;a
y;ajamAnAsaH any;e
sUn;uH ;indraH
vayoD;AH ;A
vAj;I suD;uraH
;avaH dev;asya
pqTiv;Im mitr;Aya
apibat cam;USu
j;anAnAm ;indra
m;A naH
yunajmi h;arI
vacy;antAm te
im;am k;Amam
t;asmin sumn;Ani
sAk;am ;ekena
sud;Asam ;apriyAyata
te vqSaBa
duvasyata d;AtA
v;izvABiH gIrB;iH
vIr;aH vind;amAnaH
anum;adanti v;iprAH
zAs;am ;indram
im;am naH
kSit;ayaH j;anAnAm
nqc;akSAH ;agne
viSkaBn;antaH sk;amBanena
indra r;odasI
eSAm dqMhit;A
vid;aTasya s;ADanam
suv;IrAH vIt;am
p;azu m;anyamAnAH
n;i DImahi
naH havy;Ani
v;AjavadBiH s;amukSitam
vaz;I n;i
y;aCantu naH
ap;Am s;am
Ix;enyaH namasy:aH
puraHs;adaH zarmas;adaH
t;anayam juSasva
;aCa n;amoBiH
;anu prad;ivaH
zamB;uH t;asya
naH asy;AH
ulok;aH y;aH
B;UriretasA sam;it-samit
u tvA
s;A iy;am
prajajYiv;An v;qSA
pqZatAm eB;iH
z;atrum AdaB;uH
kS;Am ;avasTAH
s;a tvA
y;aTA naH
svast;i naH
indra ziprin
v;i j;AgqviH
div;aH pqSW;am
pit;aram t;anA
DIB;iH kSatr;am
zatakrato indriy;AZi
;avqZImahi ih;a
y;at indra
gqZ;antam daDikr;Am
t;am indra
yajY;Aya zikSa
Urm;iH z;amyAH
somap;AH k;Amam
zikSa gqZat;e
Az;iSaH ;upa
naH yakSat
s;omam ;UDar
tanv:am s;a
;A asadat
yajY;iyasya n;a
nid;e karaH
sasarpar;IH ;amatim
Buv;A n;i
BAgaD;eyam n;a
p;AjasA pqT;unA
k;IkaweSu g;AvaH
t;apuSaH buDn;e
ap;Am g;arBaH
y;e vqkZ;AsaH
v;izvA sum;anAH
Druv;am ut;a
gqZat;e s;aKiByaH
cit ;evEH
candr;araTam h;arivratam
v;i carAmi
deva h;ariBiH
arat;im havyav;Aham
dyumn;ena jAgqve
m;ama vAjay;antIm
kSiy;antam ahast;am
te jihv;AH
vizp;atnIm ;A
p;iba svaD;ayA
im;A ca
niy;utaH yanti
s;omam pibatam
aminAt v;arpaZItiH
n;qtamam hariSW;Am
pr;a pinvaDvam
t;uByam br;ahmAZi
satt;aH h;otA
sapt;a v;iprAH
;ati ;aMhaH
rocate c;ekitAnaH
yajY;EH aB;i
adrivaH ;indra
agn;iH pqtanAS;Aw
vIry:am pr;a
DIt;iBiH pUSaZv;ate
saMgqBZ;AH maGavan
;anqtupAH qt;AvA
v;ahnim dev;AH
az;anim t;apiSWAm
m;adantI n;AnA
qt;asya s;adma
br;ahma brahmavAhaH
tat;akSa t;e
